,Country,Year,65-69 years,70-74 years,85+ years,80-84 years,75-79 years,60-64 years,45-49 years,55-59 years,15-19  years,10-14 years,5-9 years,30-34 years,35-39 years,<1 year,50-54 years,20-24 years,40-44 years,1-4 years,25-29 years
834,Japan,2000,5455,7915,48195,15927,11237,3559,1050.0,2453,156.7,54.92,60.11,315.0,429.4,316.6,1636.0,237.0,647.5,121,236.5
835,Congo,2000,8865,8990,5311,6216,8121,8419,6401.0,7584,1054.0,574.9,1114.0,3818.0,4895,7307,6985.0,1716.0,5742.0,4150,2738.0
836,Indonesia,2000,9848,12689,17035,14244,14215,7579,2587.0,5267,516.7,334.6,564.2,1060.0,1342,4260,3807.0,761.2,1892.0,1113,886.2
837,Zimbabwe,2000,5456,5502,4258,4186,5245,5557,8068.0,6047,1065.0,544.3,796.0,8839.0,9333,5214,7098.0,3328.0,8703.0,4216,6544.0
838,Bangladesh,2000,9147,11142,17865,15388,13093,7837,2262.0,4660,539.6,379.9,627.9,769.4,1066,6334,3725.0,604.8,1577.0,2314,667.6
839,Ecuador,2000,6321,9241,36676,15251,12005,4507,1665.0,3111,508.7,253.2,240.9,885.4,1068,2371,2528.0,781.0,1311.0,476.3,800.8
840,Iran (Islamic Republic of),2000,8129,11315,25868,17177,15719,5713,1558.0,3820,574.4,258.9,277.9,666.0,786.1,2752,2476.0,605.7,1070.0,621.2,613.5
841,Brunei Darussalam,2000,11916,19024,17589,13295,17705,6814,1365.0,4629,350.5,166.6,174.0,520.5,750.3,907.8,2601.0,448.1,1077.0,230.3,436.6
842,Georgia,2000,11057,16136,17687,15540,12751,7373,2344.0,5273,250.8,108.4,113.8,914.2,1300,3174,2653.0,450.8,1669.0,555.1,650.8
843,Malta,2000,7568,11869,32692,19374,16268,4319,1080.0,2614,184.6,72.88,54.7,251.9,383,576,1542.0,227.9,512.7,120.6,290.1
844,Libya,2000,8310,11273,33362,11708,14603,5820,1626.0,3567,377.9,209.4,267.5,674.9,905.4,2375,2421.0,479.9,1086.0,396.2,537.9
845,Canada,2000,6547,9577,40977,16614,13147,4327,1089.0,2783,249.1,79.98,62.41,357.6,491.1,541.4,1742.0,316.0,729.0,81.26,290.6
846,Morocco,2000,9679,12525,21047,14466,14886,7109,1987.0,4427,420.4,201.3,347.8,863.6,1089,4413,2925.0,629.4,1479.0,774,731.3
847,Saint Lucia,2000,7269,11608,28985,15891,12608,6204,2462.0,4330,341.9,171.8,191.1,877.1,1089,1531,3054.0,607.3,1687.0,289.7,803.4
848,Finland,2000,6614,9836,35734,18373,14010,4502,1602.0,3093,250.4,74.06,56.52,502.3,681.4,358.8,2362.0,393.6,1092.0,70.91,394.7
849,Antigua and Barbuda,2000,7909,11324,29243,15727,15286,5743,1607.0,4393,435.5,154.7,131.1,620.7,878.6,1352,2842.0,580.6,1094.0,229.7,449.6
850,Senegal,2000,9299,11586,12248,11025,12095,7421,2969.0,5421,601.8,959.7,1889.0,1383.0,1755,6823,4131.0,849.6,2295.0,6151,1099.0
851,Mongolia,2000,12859,13071,5406,8645,11772,11057,4902.0,8456,453.7,279.6,335.9,1706.0,2201,4829,7053.0,876.3,3301.0,1563,1234.0
852,Serbia,2000,11069,14494,16125,16219,17015,7670,2374.0,5567,300.8,153.8,120.6,620.4,879,1100,3726.0,463.8,1413.0,225.2,464.5
853,Central African Republic,2000,7215,6381,2129,3158,4931,7834,7791.0,7992,1297.0,636.6,1271.0,4972.0,6482,11073,7934.0,2132.0,7172.0,5962,3640.0
854,United Kingdom of Great Britain and Northern Ireland,2000,7469,11132,34812,17363,15031,4831,1223.0,3035,200.5,67.82,55.6,376.2,503.8,550.5,1897.0,278.9,765.9,90.77,317.5
855,Micronesia (Federated States of),2000,11137,11996,7951,9846,11769,9854,5000.0,8055,693.8,375.1,538.1,1949.0,2661,4084,6443.0,1223.0,3648.0,1247,1530.0
856,Türkiye,2000,8296,11147,35054,12356,12689,5443,1526.0,3843,266.8,225.6,502.9,421.4,614.3,3030,2241.0,311.3,939.7,724.2,367.6
857,Slovenia,2000,8162,11169,31275,16958,14017,5670,1983.0,3980,264.7,78.72,76.86,457.7,734.3,432.6,2747.0,399.4,1147.0,93.53,353.8
858,Qatar,2000,13880,16846,11352,16858,19076,8112,1331.0,4656,562.7,149.5,138.6,510.6,580.9,1103,2805.0,584.1,773.6,172.5,508.8
859,Mozambique,2000,8223,9523,7345,7495,9175,7180,4428.0,5997,939.4,936.1,1907.0,3042.0,3393,11425,5274.0,1730.0,3812.0,5746,2432.0
860,Turkmenistan,2000,11572,12282,13248,11432,12137,8885,3120.0,6472,544.1,261.2,301.2,1279.0,1701,6773,4597.0,920.2,2051.0,1241,1183.0
861,Grenada,2000,11467,15380,19673,15027,15716,6469,2423.0,3846,331.8,166.1,208.8,835.3,1372,1150,2862.0,471.9,1786.0,258.5,556.9
862,Seychelles,2000,8727,11589,23513,14835,14047,7348,2660.0,5518,326.5,148.8,171.0,938.2,1457,1279,3943.0,492.3,2047.0,194.5,766.0
863,Denmark,2000,8477,11618,32366,16632,14928,5379,1545.0,3587,229.5,67.16,46.14,336.5,530.8,501.3,2200.0,277.0,925.3,75.97,278.6
864,Tunisia,2000,8187,11646,28287,17965,15105,5276,1402.0,3379,284.8,198.1,232.9,584.5,671.5,2482,2009.0,389.8,964.0,503.3,434.6
865,Nicaragua,2000,7948,11676,26994,17783,15586,5363,1419.0,3402,282.1,258.8,294.6,501.0,664.2,3176,2224.0,353.2,946.6,716.6,411.3
866,Belize,2000,9137,11722,22856,13686,13313,7608,2567.0,5085,558.9,227.5,225.5,1387.0,1666,1903,3900.0,995.0,1695.0,332.6,1136.0
867,Paraguay,2000,6917,9863,37007,13826,11727,5158,1674.0,3342,392.3,258.8,252.1,665.7,866.9,2682,2527.0,507.4,1166.0,582.1,584.9
868,Azerbaijan,2000,11729,14157,14576,12619,13825,8255,2371.0,5414,349.0,215.2,297.6,749.3,982.3,6701,3830.0,495.5,1487.0,1337,610.4
869,The former Yugoslav Republic of Macedonia,2000,11758,15609,12868,16866,18733,7982,2154.0,5009,240.2,117.8,120.4,461.9,752.3,1497,3595.0,409.2,1291.0,169.5,365.9
870,Bahamas,2000,8645,9840,26187,14273,11796,6056,3047.0,4905,413.5,179.0,242.0,1718.0,2177,1456,3946.0,808.5,2686.0,234.1,1391.0
871,Iraq,2000,9903,11797,21152,13059,13052,7788,2865.0,5370,496.7,234.1,344.3,993.2,1271,3472,4106.0,763.0,1645.0,869.3,820.3
872,Poland,2000,9127,11862,25229,16080,14659,6792,2450.0,4944,257.2,92.22,84.02,592.4,948.6,790.2,3563.0,384.7,1586.0,123.9,434.1
873,El Salvador,2000,5955,8577,34818,14979,11882,4394,1997.0,3531,637.1,202.7,162.5,1324.0,1525,2709,2609.0,1158.0,1732.0,564.4,1242.0
874,Saint Vincent and the Grenadines,2000,9094,11952,20944,15341,15625,6152,2706.0,5195,342.2,179.9,196.0,1270.0,1558,1939,3515.0,695.9,1989.0,314.9,991.1
875,Slovakia,2000,9932,12873,22163,16332,15601,7358,2307.0,4962,227.1,110.9,99.58,513.7,784.8,848.5,3616.0,338.7,1375.0,154.5,403.6
876,Thailand,2000,7399,9744,28504,14400,12383,5437,2495.0,3964,677.3,268.8,308.1,2056.0,1998,1895,3152.0,1105.0,2120.0,324.2,1771.0
877,Yemen,2000,9922,12508,13732,12356,13373,7818,2769.0,5607,567.7,392.3,680.6,1105.0,1425,7340,4093.0,787.0,2011.0,2581,930.8
878,Guatemala,2000,7286,9792,22064,14900,12393,5747,3003.0,4562,729.1,289.3,330.6,1844.0,2369,4159,3956.0,1237.0,2679.0,1119,1542.0
879,Czechia,2000,9122,12208,25917,17427,15821,6339,1910.0,4372,250.4,87.74,84.15,416.7,614.1,562,2981.0,339.0,1124.0,96.03,329.6
880,Sao Tome and Principe,2000,9794,12328,14626,12895,13364,7663,2699.0,5414,538.5,597.9,922.8,1124.0,1429,5821,3951.0,786.7,1993.0,3111,942.1
881,Sudan,2000,9432,12180,14915,12594,13330,7248,2555.0,5100,587.1,453.6,1143.0,1132.0,1418,6785,3715.0,825.7,1886.0,3740,961.5
882,Ethiopia,2000,8758,9239,5488,6667,8493,8020,5180.0,6895,1208.0,1135.0,2511.0,3294.0,3957,8573,6070.0,1998.0,4558.0,5344,2612.0
883,Sierra Leone,2000,8420,9959,7597,8029,9713,7062,3120.0,5432,823.2,940.3,2435.0,1596.0,1936,14762,4246.0,1136.0,2426.0,9021,1347.0
884,Croatia,2000,9471,12646,23907,16993,16604,6317,2038.0,4898,265.0,96.63,99.5,467.2,676.5,606.8,2859.0,385.9,1155.0,114.1,400.5
885,Mauritania,2000,9456,12029,14406,12560,13023,7412,2647.0,5262,554.1,317.9,833.0,1142.0,1439,6951,3868.0,792.3,1970.0,4370,966.7
886,Romania,2000,9516,12539,20044,16075,15444,7168,2814.0,5451,304.5,291.8,222.4,654.2,1156,1477,3782.0,354.9,1888.0,362.8,455.7
887,Sri Lanka,2000,8765,12324,25685,15288,12854,5844,2375.0,4163,699.1,219.0,226.3,1173.0,1360,1465,3215.0,1227.0,1654.0,239.8,1224.0
888,Zambia,2000,6306,6076,3227,3818,5197,6491,7414.0,6586,1185.0,570.1,1313.0,6536.0,7400,9156,7016.0,2812.0,7515.0,6300,5082.0
889,Peru,2000,6196,8949,37774,14443,12079,4504,1647.0,3044,384.6,251.7,323.5,786.5,966.5,3004,2295.0,573.0,1197.0,902.2,679.7
890,Colombia,2000,6840,9949,33616,15083,12581,4798,1678.0,3096,856.8,187.0,156.9,1198.0,1235,2176,2156.0,1287.0,1417.0,382.9,1307.0
891,Lebanon,2000,8368,12035,27243,18046,15850,5613,1478.0,3525,285.5,171.8,192.8,481.7,653.2,1766,2304.0,365.5,939.0,288,395.4
892,Hungary,2000,9980,12192,20264,14431,14565,7908,3512.0,6024,215.5,98.88,86.75,671.9,1266,977.5,4622.0,319.5,2347.0,145.7,374.3
893,Panama,2000,5708,8409,41349,15721,12242,4045,1211.0,2533,355.7,192.0,202.3,784.2,794.8,2137,1808.0,524.0,973.9,411.5,598.6
894,Montenegro,2000,9107,12331,24899,16036,15545,6540,2060.0,4524,325.2,96.8,97.31,659.3,908,1285,3093.0,445.7,1363.0,163.2,520.4
895,Ireland,2000,7935,12376,29228,18921,16244,4985,1226.0,3219,309.8,72.4,70.84,440.3,554.3,627,2045.0,425.6,860.7,84.28,376.5
896,Viet Nam,2000,9099,12389,22314,16594,15251,6551,2037.0,4464,377.2,218.4,385.9,631.3,879.4,2789,3073.0,481.2,1324.0,626.1,516.7
897,Angola,2000,9072,9951,6089,7138,9168,7978,3899.0,6581,930.2,988.5,2440.0,1804.0,2238,12451,5324.0,1290.0,2970.0,8174,1515.0
898,Kuwait,2000,6963,9962,38792,15257,12623,5504,1356.0,3467,265.8,135.1,139.4,405.0,495.1,940,2108.0,356.6,750.2,161.4,317.9
899,Egypt,2000,9596,12703,22564,13433,12766,7935,2577.0,5475,381.7,262.3,294.3,583.9,931.3,3523,3738.0,432.5,1394.0,952.2,458.5
900,United Arab Emirates,2000,9750,12868,23589,15578,15171,7144,2084.0,4984,322.4,124.7,125.2,654.3,869.2,999.6,3239.0,483.1,1319.0,142.5,552.5
901,Iceland,2000,5871,9269,41580,18825,12912,3819,887.8,2721,228.0,59.2,89.93,295.4,329.8,275.7,1472.0,344.9,616.5,95.29,308.5
902,Lesotho,2000,6426,6284,4370,4580,5839,6729,7565.0,6996,1202.0,487.2,669.9,7059.0,7547,7564,7507.0,2946.0,7656.0,3168,5406.0
903,United Republic of Tanzania,2000,7456,8755,8490,7637,8846,6577,5546.0,5775,705.3,478.8,1208.0,4350.0,5202,8290,5663.0,1492.0,5406.0,5058,3066.0
904,Uganda,2000,7144,7645,5661,5761,7081,6771,7001.0,6353,1209.0,660.1,1296.0,4554.0,5993,8940,6615.0,1639.0,6919.0,5887,2870.0
905,Syrian Arab Republic,2000,9913,13965,19670,15254,16880,7682,1860.0,4749,412.8,249.7,344.7,592.4,790.4,1847,3332.0,400.0,1257.0,346.7,457.0
906,Albania,2000,8683,13284,25491,17640,17768,4996,1260.0,2622,346.8,168.7,209.9,486.5,621.3,2425,1654.0,559.4,890.9,317.8,573.6
907,Austria,2000,6617,9578,38276,17548,13544,4279,1343.0,3129,288.0,74.54,64.36,343.9,501.3,478.8,2256.0,348.9,892.4,90.44,346.1
908,China,2000,8942,13820,20656,17595,16318,5995,1926.0,4008,317.7,171.8,231.0,716.3,930.8,2520,2865.0,443.3,1329.0,698.3,515.5
909,Côte d’Ivoire,2000,7980,8670,5837,6291,7974,7413,6089.0,6648,841.9,870.7,1307.0,4110.0,5207,9565,6351.0,1546.0,5801.0,4683,2816.0
910,Botswana,2000,5512,5062,2672,3161,4276,5854,8719.0,6501,1393.0,403.2,785.3,9758.0,9794,3376,7659.0,4273.0,9116.0,3713,7972.0
911,Kenya,2000,7032,8221,9035,7586,8589,6245,6673.0,5783,623.1,536.1,953.7,5030.0,6477,5753,6063.0,1484.0,6814.0,3895,3208.0
912,Eswatini,2000,6648,6614,3736,4529,5927,6666,7174.0,6877,1552.0,348.4,794.7,6850.0,6869,7047,7189.0,3940.0,6932.0,4258,6048.0
913,Burkina Faso,2000,8351,9918,8040,8206,9799,7126,4319.0,5739,763.0,762.8,2071.0,2312.0,3098,9307,4984.0,992.2,3800.0,8848,1563.0
914,Namibia,2000,7961,8376,6231,6656,8045,7500,6791.0,7043,981.9,494.6,764.4,5572.0,6300,4491,7010.0,2255.0,6621.0,3022,3884.0
